Player;Nation;Pos;Squad;Comp;Age;Born;MP;Starts;Min;90s;Gls;Ast;G+A;G-PK;PK;PKatt;CrdY;CrdR;xG;npxG;xAG;npxG+xAG;PrgC;PrgP;PrgR;Gls_90;Ast_90;G+A_90;G-PK_90;G+A-PK_90;xG_90;xAG_90;xG+xAG_90;npxG_90;npxG+xAG_90
Takehiro Tomiyasu;jp JPN;DF;Arsenal;eng Premier League;25;1998;1;0;7;0.1;0;0;0;0;0;0;0;0;0.2;0.2;0.0;0.2;0;1;0;0.00;0.00;0.00;0.00;0.00;2.37;0.00;2.37;2.37;2.37
Fikayo Tomori;eng ENG;DF;Milan;it Serie A;26;1997;22;19;1593;17.7;0;1;1;0;0;0;4;1;0.1;0.1;0.7;0.8;8;63;3;0.00;0.06;0.06;0.00;0.06;0.00;0.04;0.05;0.00;0.05
Sandro Tonali;it ITA;MF;Newcastle Utd;eng Premier League;24;2000;36;28;2630;29.2;4;2;6;4;0;0;5;0;4.4;4.4;2.2;6.6;37;128;53;0.14;0.07;0.21;0.14;0.21;0.15;0.07;0.22;0.15;0.22
Luka Topalović;si SVN;MF;Inter;it Serie A;18;2006;1;0;11;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Pablo Torre;es ESP;MF,FW;Barcelona;es La Liga;21;2003;10;4;310;3.4;3;1;4;3;0;0;0;0;0.4;0.4;0.8;1.1;5;17;20;0.87;0.29;1.16;0.87;1.16;0.11;0.23;0.33;0.11;0.33
David Torres;es ESP;DF;Valladolid;es La Liga;21;2003;18;15;1387;15.4;0;0;0;0;0;0;5;0;0.3;0.3;0.0;0.3;11;37;3;0.00;0.00;0.00;0.00;0.00;0.02;0.00;0.02;0.02;0.02
Ferrán Torres;es ESP;FW,MF;Barcelona;es La Liga;24;2000;27;12;1106;12.3;10;6;16;10;0;0;1;1;8.0;8.0;3.1;11.0;23;35;98;0.81;0.49;1.30;0.81;1.30;0.65;0.25;0.90;0.65;0.90
Pau Torres;es ESP;DF;Aston Villa;eng Premier League;27;1997;24;23;2020;22.4;0;0;0;0;0;0;2;0;0.5;0.5;0.1;0.6;40;97;8;0.00;0.00;0.00;0.00;0.00;0.02;0.01;0.03;0.02;0.03
Lucas Torró;es ESP;MF;Osasuna;es La Liga;30;1994;35;35;2957;32.9;3;0;3;3;0;0;10;0;2.3;2.3;1.2;3.5;10;109;30;0.09;0.00;0.09;0.09;0.09;0.07;0.04;0.11;0.07;0.11
Lorenzo Tosto;it ITA;DF;Empoli;it Serie A;18;2006;1;0;1;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Abdoulaye Touré;gn GUI;MF;Le Havre;fr Ligue 1;30;1994;28;26;2324;25.8;10;1;11;2;8;9;5;0;9.4;2.2;0.4;2.6;17;109;28;0.39;0.04;0.43;0.08;0.12;0.37;0.02;0.38;0.08;0.10
Bazoumana Touré;ci CIV;FW,MF;Hoffenheim;de Bundesliga;18;2006;13;7;609;6.8;0;3;3;0;0;0;1;0;1.4;1.4;1.9;3.3;24;14;56;0.00;0.44;0.44;0.00;0.44;0.21;0.28;0.49;0.21;0.49
Birama Touré;ml MLI;MF,DF;Montpellier;fr Ligue 1;32;1992;8;2;300;3.3;0;0;0;0;0;0;2;0;0.0;0.0;0.1;0.1;0;9;2;0.00;0.00;0.00;0.00;0.00;0.01;0.03;0.04;0.01;0.04
Ousmane Toure;fr FRA;DF;Lille;fr Ligue 1;19;2005;1;0;6;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Souleymane Touré;fr FRA;DF;Udinese;it Serie A;21;2003;12;11;733;8.1;1;0;1;1;0;0;2;2;0.4;0.4;0.0;0.4;6;26;3;0.12;0.00;0.12;0.12;0.12;0.05;0.01;0.05;0.05;0.05
Lucas Tousart;fr FRA;MF;Union Berlin;de Bundesliga;27;1997;15;6;561;6.2;0;1;1;0;0;0;2;0;0.4;0.4;0.5;0.8;4;18;13;0.00;0.16;0.16;0.00;0.16;0.06;0.07;0.14;0.06;0.14
Conor Townsend;eng ENG;DF;Ipswich Town;eng Premier League;31;1993;6;3;335;3.7;0;1;1;0;0;0;1;0;0.0;0.0;0.7;0.7;2;8;13;0.00;0.27;0.27;0.00;0.27;0.01;0.18;0.18;0.01;0.18
Adama Traoré;es ESP;FW,MF;Fulham;eng Premier League;28;1996;36;18;1772;19.7;2;7;9;2;0;0;3;0;4.0;4.0;4.9;8.9;100;68;161;0.10;0.36;0.46;0.10;0.46;0.20;0.25;0.45;0.20;0.45
Boubacar Traoré;ml MLI;MF;Wolves;eng Premier League;22;2001;1;0;1;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Hamari Traoré;ml MLI;DF;Real Sociedad;es La Liga;32;1992;11;9;700;7.8;0;1;1;0;0;0;2;0;0.0;0.0;0.2;0.3;12;26;20;0.00;0.13;0.13;0.00;0.13;0.01;0.03;0.04;0.01;0.04
Omar Traoré;de GER;DF;Heidenheim;de Bundesliga;26;1998;30;30;2616;29.1;0;1;1;0;0;0;7;0;0.5;0.5;1.6;2.2;103;117;115;0.00;0.03;0.03;0.00;0.03;0.02;0.06;0.07;0.02;0.07
Kevin Trapp;de GER;GK;Eint Frankfurt;de Bundesliga;34;1990;26;26;2295;25.5;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Mark Travers;ie IRL;GK;Bournemouth;eng Premier League;25;1999;5;5;450;5.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Óscar Trejo;ar ARG;MF;Rayo Vallecano;es La Liga;36;1988;19;6;496;5.5;1;0;1;1;0;0;1;0;0.6;0.6;1.0;1.6;15;37;28;0.18;0.00;0.18;0.18;0.18;0.11;0.18;0.28;0.11;0.28
Philipp Treu;de GER;MF,DF;St. Pauli;de Bundesliga;23;2000;33;33;2881;32.0;0;2;2;0;0;0;2;0;1.2;1.2;2.5;3.7;58;105;117;0.00;0.06;0.06;0.00;0.06;0.04;0.08;0.12;0.04;0.12
Ryan Trevitt;eng ENG;MF;Brentford;eng Premier League;21;2003;1;0;4;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Christopher Trimmel;at AUT;DF,MF;Union Berlin;de Bundesliga;37;1987;26;20;1740;19.3;0;3;3;0;0;0;5;0;0.2;0.2;2.1;2.3;18;73;45;0.00;0.16;0.16;0.00;0.16;0.01;0.11;0.12;0.01;0.12
Kieran Trippier;eng ENG;DF;Newcastle Utd;eng Premier League;33;1990;25;14;1309;14.5;0;3;3;0;0;0;1;0;0.1;0.1;1.4;1.5;26;117;58;0.00;0.21;0.21;0.00;0.21;0.01;0.10;0.10;0.01;0.10
Leandro Trossard;be BEL;FW;Arsenal;eng Premier League;29;1994;38;28;2546;28.3;8;7;15;8;0;0;4;1;7.2;7.2;6.1;13.3;80;101;226;0.28;0.25;0.53;0.28;0.53;0.25;0.22;0.47;0.25;0.47
Adrien Truffert;fr FRA;DF,MF;Rennes;fr Ligue 1;22;2001;33;31;2752;30.6;2;2;4;2;0;0;3;0;2.4;2.3;3.2;5.5;69;104;243;0.07;0.07;0.13;0.07;0.13;0.08;0.11;0.18;0.08;0.18
Kostas Tsimikas;gr GRE;DF;Liverpool;eng Premier League;28;1996;18;9;837;9.3;0;1;1;0;0;0;2;0;0.4;0.4;2.1;2.5;17;76;43;0.00;0.11;0.11;0.00;0.11;0.04;0.23;0.27;0.04;0.27
Viktor Tsyhankov;ua UKR;FW,MF;Girona;es La Liga;26;1997;27;23;1913;21.3;2;5;7;2;0;0;1;0;2.8;2.8;3.9;6.7;62;65;195;0.09;0.24;0.33;0.09;0.33;0.13;0.18;0.31;0.13;0.31
Axel Tuanzebe;cd COD;DF;Ipswich Town;eng Premier League;26;1997;22;20;1710;19.0;0;1;1;0;0;0;5;1;0.2;0.2;0.3;0.5;10;61;15;0.00;0.05;0.05;0.00;0.05;0.01;0.02;0.03;0.01;0.03
Stefano Turati;it ITA;GK;Monza;it Serie A;22;2001;30;30;2676;29.7;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Beñat Turrientes;es ESP;MF;Real Sociedad;es La Liga;22;2002;21;11;942;10.5;0;0;0;0;0;0;4;0;0.6;0.6;0.2;0.7;18;42;28;0.00;0.00;0.00;0.00;0.00;0.05;0.01;0.07;0.05;0.07
Tuta;br BRA;DF,MF;Eint Frankfurt;de Bundesliga;25;1999;30;26;2274;25.3;2;1;3;2;0;0;8;0;1.1;1.1;0.3;1.4;11;78;12;0.08;0.04;0.12;0.08;0.12;0.04;0.01;0.06;0.04;0.06
Christantus Uche;ng NGA;FW,MF;Getafe;es La Liga;21;2003;33;30;2486;27.6;4;6;10;4;0;0;8;2;3.8;3.8;2.9;6.7;43;49;148;0.14;0.22;0.36;0.14;0.36;0.14;0.10;0.24;0.14;0.24
Destiny Udogie;it ITA;DF;Tottenham;eng Premier League;21;2002;25;24;1924;21.4;0;1;1;0;0;0;2;0;0.3;0.3;1.5;1.8;54;121;94;0.00;0.05;0.05;0.00;0.05;0.01;0.07;0.08;0.01;0.08
Manuel Ugarte Ribeiro;uy URU;MF;Manchester Utd;eng Premier League;23;2001;29;22;1785;19.8;1;2;3;1;0;0;11;0;1.0;1.0;1.1;2.1;16;61;20;0.05;0.10;0.15;0.05;0.15;0.05;0.06;0.11;0.05;0.11
Lesley Ugochukwu;fr FRA;MF;Southampton;eng Premier League;20;2004;26;18;1655;18.4;1;1;2;1;0;0;7;0;0.9;0.9;1.0;1.9;29;49;20;0.05;0.05;0.11;0.05;0.11;0.05;0.06;0.10;0.05;0.10
Lukas Ullrich;de GER;DF;Gladbach;de Bundesliga;20;2004;26;24;1903;21.1;1;2;3;1;0;0;4;0;0.9;0.9;1.8;2.7;31;39;71;0.05;0.09;0.14;0.05;0.14;0.04;0.09;0.13;0.04;0.13
Sven Ulreich;de GER;GK;Bayern Munich;de Bundesliga;35;1988;1;1;90;1.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Enes Ünal;tr TUR;FW,MF;Bournemouth;eng Premier League;27;1997;17;2;345;3.8;2;1;3;2;0;0;2;0;2.7;2.7;0.4;3.1;4;12;22;0.52;0.26;0.78;0.52;0.78;0.72;0.10;0.82;0.72;0.82
Deniz Undav;de GER;FW,MF;Stuttgart;de Bundesliga;28;1996;27;20;1726;19.2;9;3;12;9;0;0;4;0;11.7;11.7;3.6;15.2;31;70;141;0.47;0.16;0.63;0.47;0.63;0.61;0.19;0.79;0.61;0.79
Naci Ünüvar;nl NED;MF,DF;Espanyol;es La Liga;21;2003;2;0;31;0.3;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.1;1;1;4;0.00;0.00;0.00;0.00;0.00;0.14;0.09;0.23;0.14;0.23
Dayot Upamecano;fr FRA;DF;Bayern Munich;de Bundesliga;25;1998;20;20;1759;19.5;2;0;2;2;0;0;6;0;1.2;1.2;0.5;1.7;17;137;4;0.10;0.00;0.10;0.10;0.10;0.06;0.03;0.09;0.06;0.09
Kacper Urbanski;pl POL;MF;Bologna;it Serie A;19;2004;7;1;247;2.7;1;0;1;1;0;0;2;0;0.3;0.3;0.5;0.8;5;15;19;0.36;0.00;0.36;0.36;0.36;0.12;0.17;0.29;0.12;0.29
Kacper Urbanski;pl POL;MF;Monza;it Serie A;19;2004;8;6;500;5.6;0;0;0;0;0;0;1;0;0.1;0.1;0.1;0.3;10;41;14;0.00;0.00;0.00;0.00;0.00;0.03;0.03;0.05;0.03;0.05
Jonas Urbig;de GER;GK;Bayern Munich;de Bundesliga;20;2003;8;8;720;8.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;3;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Can Uzun;tr TUR;MF,FW;Eint Frankfurt;de Bundesliga;18;2005;20;6;675;7.5;4;1;5;4;0;0;1;0;3.0;3.0;1.1;4.1;11;42;45;0.53;0.13;0.67;0.53;0.67;0.40;0.15;0.55;0.40;0.55
Josha Vagnoman;de GER;DF,MF;Stuttgart;de Bundesliga;23;2000;26;19;1834;20.4;1;1;2;1;0;0;4;0;1.5;1.5;2.1;3.5;24;47;96;0.05;0.05;0.10;0.05;0.10;0.07;0.10;0.17;0.07;0.17
Lautaro Valenti;ar ARG;DF;Parma;it Serie A;25;1999;20;18;1556;17.3;1;0;1;1;0;0;6;1;0.2;0.2;0.2;0.4;3;28;3;0.06;0.00;0.06;0.06;0.06;0.01;0.01;0.02;0.01;0.02
Óscar Valentín;es ESP;MF;Rayo Vallecano;es La Liga;29;1994;34;18;1835;20.4;0;0;0;0;0;0;5;0;0.4;0.4;0.9;1.3;13;86;8;0.00;0.00;0.00;0.00;0.00;0.02;0.04;0.06;0.02;0.06
Nicolás Valentini;ar ARG;DF;Hellas Verona;it Serie A;23;2001;14;13;1129;12.5;0;0;0;0;0;0;5;1;0.3;0.3;0.8;1.2;4;42;1;0.00;0.00;0.00;0.00;0.00;0.03;0.07;0.09;0.03;0.09
Germán Valera;es ESP;MF;Valencia;es La Liga;22;2002;8;1;148;1.6;0;0;0;0;0;0;0;0;0.1;0.1;0.0;0.2;1;2;10;0.00;0.00;0.00;0.00;0.00;0.08;0.01;0.09;0.08;0.09
Emanuele Valeri;it ITA;DF;Parma;it Serie A;25;1998;35;34;2873;31.9;2;6;8;1;1;1;1;0;1.8;1.0;4.7;5.8;79;93;109;0.06;0.19;0.25;0.03;0.22;0.06;0.15;0.21;0.03;0.18
Martin Valjent;sk SVK;DF;Mallorca;es La Liga;28;1995;31;31;2763;30.7;3;0;3;3;0;0;4;0;0.8;0.8;0.1;0.9;23;91;17;0.10;0.00;0.10;0.10;0.10;0.03;0.00;0.03;0.03;0.03
Álex Valle;es ESP;DF;Como;it Serie A;20;2004;15;12;1030;11.4;0;0;0;0;0;0;2;0;0.3;0.3;0.7;1.0;19;44;30;0.00;0.00;0.00;0.00;0.00;0.03;0.06;0.08;0.03;0.08
Jesús Vallejo;es ESP;DF;Real Madrid;es La Liga;27;1997;4;1;138;1.5;0;1;1;0;0;0;0;0;0.0;0.0;0.1;0.1;0;5;1;0.00;0.65;0.65;0.00;0.65;0.00;0.08;0.08;0.00;0.08
Mattia Valoti;it ITA;MF;Monza;it Serie A;30;1993;5;0;40;0.4;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Federico Valverde;uy URU;MF,DF;Real Madrid;es La Liga;26;1998;36;34;3032;33.7;6;4;10;6;0;0;4;0;2.7;2.7;3.1;5.8;66;226;76;0.18;0.12;0.30;0.18;0.30;0.08;0.09;0.17;0.08;0.17
Ignace Van Der Brempt;be BEL;DF;Como;it Serie A;22;2002;20;14;1257;14.0;0;1;1;0;0;0;3;0;0.5;0.5;0.5;0.9;19;42;34;0.00;0.07;0.07;0.00;0.07;0.03;0.03;0.07;0.03;0.07
Siebe Van Der Heyden;be BEL;DF,MF;Mallorca;es La Liga;26;1998;2;1;97;1.1;0;0;0;0;0;0;0;0;0.0;0.0;0.1;0.1;1;5;1;0.00;0.00;0.00;0.00;0.00;0.03;0.07;0.10;0.03;0.10
Siebe Van Der Heyden;be BEL;DF,MF;St. Pauli;de Bundesliga;26;1998;13;11;872;9.7;1;0;1;1;0;0;4;1;1.7;1.7;0.0;1.8;10;28;26;0.10;0.00;0.10;0.10;0.10;0.18;0.00;0.18;0.18;0.18
Virgil van Dijk;nl NED;DF;Liverpool;eng Premier League;33;1991;37;37;3330;37.0;3;1;4;3;0;0;5;0;2.2;2.2;0.7;3.0;22;198;6;0.08;0.03;0.11;0.08;0.11;0.06;0.02;0.08;0.06;0.08
Vanderson;br BRA;DF;Monaco;fr Ligue 1;23;2001;29;23;2064;22.9;1;3;4;1;0;0;6;1;2.2;2.2;3.1;5.3;57;102;151;0.04;0.13;0.17;0.04;0.17;0.10;0.14;0.23;0.10;0.23
Maarten Vandevoordt;be BEL;GK;RB Leipzig;de Bundesliga;22;2002;6;4;429;4.8;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;4;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Jamie Vardy;eng ENG;FW;Leicester City;eng Premier League;37;1987;35;35;2823;31.4;9;4;13;8;1;2;5;0;11.2;9.6;3.0;12.6;29;22;120;0.29;0.13;0.41;0.26;0.38;0.36;0.10;0.45;0.31;0.40
Ruben Vargas;ch SUI;FW,MF;Sevilla;es La Liga;25;1998;11;9;671;7.5;2;1;3;2;0;0;0;0;2.0;2.0;0.8;2.7;29;14;63;0.27;0.13;0.40;0.27;0.40;0.26;0.10;0.37;0.26;0.37
Ruben Vargas;ch SUI;MF,FW;Augsburg;de Bundesliga;25;1998;8;3;305;3.4;0;0;0;0;0;0;3;0;0.7;0.7;0.7;1.4;9;13;24;0.00;0.00;0.00;0.00;0.00;0.20;0.20;0.40;0.20;0.40
Nikola Vasilj;ba BIH;GK;St. Pauli;de Bundesliga;28;1995;33;33;2969;33.0;0;0;0;0;0;0;2;1;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Devis Vásquez;co COL;GK;Empoli;it Serie A;26;1998;32;32;2880;32.0;0;0;0;0;0;0;2;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Johan Vásquez;mx MEX;DF;Genoa;it Serie A;25;1998;36;34;3041;33.8;3;0;3;3;0;0;9;0;2.4;2.4;0.3;2.7;37;96;12;0.09;0.00;0.09;0.09;0.09;0.07;0.01;0.08;0.07;0.08
Denis Vavro;sk SVK;DF;Wolfsburg;de Bundesliga;28;1996;29;27;2461;27.3;2;0;2;2;0;0;4;0;1.4;1.4;0.2;1.6;9;96;3;0.07;0.00;0.07;0.07;0.07;0.05;0.01;0.06;0.05;0.06
José Luis García Vayá;es ESP;MF;Valencia;es La Liga;25;1998;34;18;1742;19.4;2;2;4;0;2;2;8;1;2.1;0.5;2.1;2.6;13;142;19;0.10;0.10;0.21;0.00;0.10;0.11;0.11;0.22;0.03;0.14
Robinio Vaz;fr FRA;FW;Marseille;fr Ligue 1;17;2007;2;0;75;0.8;0;0;0;0;0;0;1;0;0.5;0.5;0.0;0.5;3;0;6;0.00;0.00;0.00;0.00;0.00;0.61;0.00;0.61;0.61;0.61
Jesus Vazquez;es ESP;DF;Valencia;es La Liga;21;2003;19;10;919;10.2;0;0;0;0;0;0;3;0;0.1;0.1;0.6;0.8;32;21;48;0.00;0.00;0.00;0.00;0.00;0.01;0.06;0.08;0.01;0.08
Lucas Vázquez;es ESP;DF;Real Madrid;es La Liga;33;1991;32;25;2189;24.3;1;5;6;1;0;0;4;0;1.4;1.4;4.7;6.1;37;99;194;0.04;0.21;0.25;0.04;0.25;0.06;0.19;0.25;0.06;0.25
Matías Vecino;uy URU;MF;Lazio;it Serie A;32;1991;20;7;877;9.7;2;3;5;2;0;0;7;0;2.3;2.3;2.4;4.6;4;29;14;0.21;0.31;0.51;0.21;0.51;0.23;0.24;0.47;0.23;0.47
Danilo Veiga;pt POR;DF;Lecce;it Serie A;21;2002;13;2;374;4.2;0;0;0;0;0;0;0;0;0.6;0.6;0.3;0.9;10;10;13;0.00;0.00;0.00;0.00;0.00;0.15;0.06;0.21;0.15;0.21
Renato Veiga;pt POR;DF,MF;Chelsea;eng Premier League;21;2003;7;1;181;2.0;0;0;0;0;0;0;2;0;0.1;0.1;0.0;0.1;4;7;3;0.00;0.00;0.00;0.00;0.00;0.07;0.00;0.07;0.07;0.07
Renato Veiga;pt POR;DF;Juventus;it Serie A;21;2003;13;12;1093;12.1;0;1;1;0;0;0;2;0;1.0;1.0;0.1;1.1;9;40;0;0.00;0.08;0.08;0.00;0.08;0.08;0.00;0.09;0.08;0.09
Alejo Véliz;ar ARG;FW;Espanyol;es La Liga;20;2003;27;10;1127;12.5;1;0;1;1;0;0;3;0;2.3;2.3;0.6;2.8;2;8;27;0.08;0.00;0.08;0.08;0.08;0.18;0.04;0.22;0.18;0.22
Miloš Veljković;rs SRB;DF;Werder Bremen;de Bundesliga;28;1995;14;11;1029;11.4;0;1;1;0;0;0;1;0;0.6;0.6;0.2;0.7;9;64;2;0.00;0.09;0.09;0.00;0.09;0.05;0.01;0.06;0.05;0.06
Joël Veltman;nl NED;DF;Brighton;eng Premier League;32;1992;21;19;1697;18.9;0;0;0;0;0;0;5;0;0.5;0.5;0.5;0.9;32;85;34;0.00;0.00;0.00;0.00;0.00;0.02;0.02;0.05;0.02;0.05
Micky van de Ven;nl NED;DF;Tottenham;eng Premier League;23;2001;13;12;1015;11.3;0;2;2;0;0;0;4;0;0.6;0.6;1.2;1.7;8;51;1;0.00;0.18;0.18;0.00;0.18;0.05;0.10;0.15;0.05;0.15
Lorenzo Venturino;it ITA;FW,MF;Genoa;it Serie A;18;2006;6;1;167;1.9;2;0;2;2;0;0;0;0;0.7;0.7;0.2;0.9;5;7;10;1.08;0.00;1.08;1.08;1.08;0.39;0.10;0.49;0.39;0.49
Nikolas Veratschnig;at AUT;DF,MF;Mainz 05;de Bundesliga;21;2003;15;2;364;4.0;0;0;0;0;0;0;1;0;0.2;0.2;0.3;0.5;7;7;30;0.00;0.00;0.00;0.00;0.00;0.06;0.08;0.13;0.06;0.13
Bart Verbruggen;nl NED;GK;Brighton;eng Premier League;21;2002;36;36;3240;36.0;0;1;1;0;0;0;5;0;0.0;0.0;0.0;0.0;0;2;0;0.00;0.03;0.03;0.00;0.03;0.00;0.00;0.00;0.00;0.00
Simone Verdi;it ITA;MF,FW;Como;it Serie A;32;1992;9;0;115;1.3;0;0;0;0;0;0;1;0;0.1;0.1;0.5;0.6;3;5;13;0.00;0.00;0.00;0.00;0.00;0.09;0.39;0.47;0.09;0.47
Jordan Veretout;fr FRA;MF;Lyon;fr Ligue 1;31;1993;27;19;1553;17.3;2;0;2;2;0;0;3;0;1.9;1.9;0.6;2.5;35;99;60;0.12;0.00;0.12;0.12;0.12;0.11;0.04;0.14;0.11;0.14
Arthur Vermeeren;be BEL;MF;RB Leipzig;de Bundesliga;19;2005;28;18;1572;17.5;0;2;2;0;0;0;7;0;0.4;0.4;0.9;1.3;14;77;20;0.00;0.11;0.11;0.00;0.11;0.02;0.05;0.07;0.02;0.07
Yorbe Vertessen;be BEL;MF,FW;Union Berlin;de Bundesliga;23;2001;17;7;718;8.0;1;0;1;1;0;0;2;0;1.3;1.3;1.6;2.9;18;16;42;0.13;0.00;0.13;0.13;0.13;0.16;0.20;0.36;0.16;0.36
Mikel Vesga;es ESP;MF;Athletic Club;es La Liga;31;1993;25;10;988;11.0;0;0;0;0;0;1;1;0;1.2;0.4;1.0;1.4;10;64;22;0.00;0.00;0.00;0.00;0.00;0.11;0.09;0.20;0.04;0.13
Jannik Vestergaard;dk DEN;DF;Leicester City;eng Premier League;31;1992;18;16;1391;15.5;0;0;0;0;0;0;5;0;0.1;0.1;0.1;0.2;3;32;2;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.01;0.01;0.01
Ben Viadere;fr FRA;MF;Auxerre;fr Ligue 1;18;2005;1;0;5;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;0;1;0.00;0.00;0.00;0.00;0.00;0.00;0.85;0.85;0.00;0.85
Guglielmo Vicario;it ITA;GK;Tottenham;eng Premier League;27;1996;24;24;2160;24.0;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Carlos Vicente;es ESP;FW,MF;Alavés;es La Liga;25;1999;37;35;3092;34.4;5;5;10;4;1;1;3;0;3.5;2.7;5.4;8.1;104;68;226;0.15;0.15;0.29;0.12;0.26;0.10;0.16;0.26;0.08;0.24
Pau Victor;es ESP;FW;Barcelona;es La Liga;22;2001;21;2;319;3.5;2;1;3;2;0;0;2;0;3.0;3.0;0.9;3.9;6;11;28;0.56;0.28;0.85;0.56;0.85;0.85;0.24;1.09;0.85;1.09
Nacho Vidal;es ESP;DF;Osasuna;es La Liga;29;1995;5;1;124;1.4;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;3;1;5;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Gabriel Vidovic;hr CRO;MF;Mainz 05;de Bundesliga;20;2003;1;0;4;0.0;0;0;0;0;0;0;0;0;0.1;0.1;0.0;0.1;0;0;2;0.00;0.00;0.00;0.00;0.00;1.17;0.00;1.17;1.17;1.17
Gabriel Vidovic;hr CRO;MF;Bayern Munich;de Bundesliga;20;2003;4;0;24;0.3;0;0;0;0;0;0;0;0;0.1;0.1;0.0;0.1;0;0;3;0.00;0.00;0.00;0.00;0.00;0.41;0.00;0.41;0.41;0.41
Fran Vieites;es ESP;GK;Betis;es La Liga;25;1999;4;4;360;4.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.01;0.01;0.01
Sergio Viera;es ESP;MF;Las Palmas;es La Liga;19;2005;2;1;96;1.1;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0;2;2;0.00;0.00;0.00;0.00;0.00;0.02;0.00;0.02;0.02;0.02
Samuele Vignato;it ITA;MF;Monza;it Serie A;20;2004;17;3;470;5.2;0;0;0;0;0;0;0;0;0.3;0.3;0.0;0.3;5;17;30;0.00;0.00;0.00;0.00;0.00;0.06;0.01;0.06;0.06;0.06
Asier Villalibre;es ESP;FW;Alavés;es La Liga;26;1997;16;2;333;3.7;1;1;2;0;1;1;2;0;1.6;0.8;1.0;1.8;4;7;18;0.27;0.27;0.54;0.00;0.27;0.43;0.27;0.69;0.21;0.48
Iván Villar;es ESP;GK;Celta Vigo;es La Liga;27;1997;4;4;360;4.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Carlos Vinícius;br BRA;MF,FW;Fulham;eng Premier League;29;1995;3;0;16;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;0;3;0.00;0.00;0.00;0.00;0.00;0.21;0.00;0.21;0.21;0.21
Nicolas Viola;it ITA;FW,MF;Cagliari;it Serie A;34;1989;27;18;1267;14.1;3;1;4;3;0;0;2;0;2.2;2.2;1.9;4.1;21;46;70;0.21;0.07;0.28;0.21;0.28;0.16;0.14;0.29;0.16;0.29
Viti;es ESP;DF;Las Palmas;es La Liga;26;1997;29;23;1982;22.0;0;2;2;0;0;0;5;0;0.1;0.1;1.4;1.4;43;44;65;0.00;0.09;0.09;0.00;0.09;0.00;0.06;0.06;0.00;0.06
